BTM.topic,Relevance.rank,Term,Probability,Relevance
1,1,phi,0.071,0.914
1,2,sigma,0.072,0.858
1,3,alpha,0.066,0.518
1,4,gamma,0.03,0.387
1,5,beta,0.035,0.327
1,6,kappa,0.025,0.274
1,7,delta,0.048,0.259
1,8,chi,0.04,0.203
1,9,theta,0.017,0.027
1,10,psi,0.022,-0.091
1,11,lambda,0.016,-0.12
1,12,omega,0.024,-0.149
1,13,tau,0.014,-0.161
1,14,epsilon,0.013,-0.205
1,15,zeta,0.012,-0.332
1,16,iota,0.007,-0.632
1,17,pi,0.017,-0.733
1,18,1914,0.004,-0.748
1,19,rho,0.006,-0.827
1,20,mu,0.01,-0.906
1,21,tapi,0.004,-0.938
1,22,nu,0.012,-0.965
1,23,omicron,0.003,-1.128
1,24,unc,0.004,-1.143
1,25,eta,0.004,-1.152
1,26,uga,0.003,-1.21
1,27,alumni,0.007,-1.211
1,28,xi,0.005,-1.235
1,29,sigep,0.002,-1.314
1,30,rpi,0.003,-1.405
2,1,costa,0.056,0.978
2,2,rica,0.034,0.661
2,3,loss,0.044,0.65
2,4,weight,0.034,0.578
2,5,contra,0.013,-0.069
2,6,outward,0.007,-0.4
2,7,painting,0.016,-0.435
2,8,violence,0.007,-0.447
2,9,hair,0.019,-0.463
2,10,faux,0.008,-0.51
2,11,domestic,0.008,-0.529
2,12,terrys,0.005,-0.558
2,13,fairy,0.01,-0.636
2,14,bound,0.01,-0.668
2,15,tales,0.01,-0.815
2,16,lose,0.004,-0.924
2,17,joyful,0.005,-0.953
2,18,la,0.025,-0.968
2,19,paw,0.007,-1.067
2,20,face,0.01,-1.096
2,21,noise,0.007,-1.124
2,22,seaway,0.003,-1.145
2,23,nih,0.003,-1.145
2,24,end,0.011,-1.169
2,25,bill,0.011,-1.22
2,26,surf,0.011,-1.248
2,27,helios,0.003,-1.26
2,28,sphynx,0.002,-1.267
2,29,collectables,0.004,-1.282
2,30,surgeon,0.004,-1.304
3,1,beth,0.084,0.995
3,2,temple,0.086,0.783
3,3,shalom,0.033,0.398
3,4,bnai,0.027,0.393
3,5,israel,0.042,0.333
3,6,sholom,0.016,0.091
3,7,congregation,0.015,-0.034
3,8,tikvah,0.011,-0.105
3,9,torah,0.016,-0.158
3,10,emanuel,0.01,-0.343
3,11,cong,0.007,-0.624
3,12,synagogue,0.007,-0.715
3,13,hindu,0.007,-0.779
3,14,ha,0.013,-0.872
3,15,sinai,0.007,-0.872
3,16,rei,0.006,-0.898
3,17,zion,0.011,-0.901
3,18,chaim,0.004,-0.94
3,19,kol,0.006,-0.98
3,20,hama,0.004,-0.982
3,21,hom,0.005,-0.997
3,22,shaare,0.003,-1.01
3,23,orch,0.004,-1.02
3,24,messiah,0.007,-1.021
3,25,am,0.022,-1.054
3,26,shir,0.004,-1.194
3,27,krishna,0.004,-1.349
3,28,or,0.016,-1.377
3,29,miriam,0.002,-1.387
3,30,bethel,0.007,-1.408
4,1,holy,0.106,0.932
4,2,lutheran,0.044,-0.034
4,3,trinity,0.042,-0.07
4,4,cross,0.032,-0.384
4,5,blessed,0.011,-0.533
4,6,savior,0.008,-0.646
4,7,parish,0.019,-0.737
4,8,church,0.049,-0.761
4,9,our,0.021,-0.78
4,10,redeemer,0.008,-0.891
4,11,family,0.025,-0.895
4,12,rosary,0.007,-0.91
4,13,sacrament,0.005,-0.91
4,14,ascension,0.006,-1.072
4,15,spirit,0.015,-1.098
4,16,gloria,0.005,-1.115
4,17,dei,0.004,-1.2
4,18,catholic,0.012,-1.24
4,19,saviour,0.003,-1.249
4,20,saviors,0.003,-1.255
4,21,lc,0.008,-1.324
4,22,ctk,0.004,-1.337
4,23,messiah,0.005,-1.35
4,24,shepherd,0.007,-1.364
4,25,apostles,0.003,-1.417
4,26,atonement,0.002,-1.447
4,27,resurrection,0.003,-1.488
4,28,elca,0.004,-1.516
4,29,immanuel,0.004,-1.569
4,30,grace,0.01,-1.575
5,1,animal,0.175,1.095
5,2,hospital,0.128,0.871
5,3,clinic,0.076,0.472
5,4,vet,0.037,-0.42
5,5,veterinary,0.015,-0.495
5,6,hosp,0.008,-0.798
5,7,cat,0.018,-1.01
5,8,pet,0.019,-1.022
5,9,care,0.018,-1.198
5,10,shelter,0.006,-1.415
5,11,rescue,0.012,-1.487
5,12,companion,0.003,-1.517
5,13,hospitals,0.003,-1.654
5,14,emergency,0.003,-1.75
5,15,park,0.01,-1.879
5,16,abrams,0.001,-1.989
5,17,east,0.006,-2.02
5,18,massage,0.004,-2.033
5,19,road,0.005,-2.035
5,20,journals,0.002,-2.076
5,21,west,0.008,-2.078
5,22,regional,0.003,-2.08
5,23,village,0.005,-2.111
5,24,doctors,0.003,-2.141
5,25,suburban,0.002,-2.143
5,26,75,0.001,-2.155
5,27,ashburn,0.001,-2.161
5,28,elm,0.002,-2.194
5,29,mayo,0.002,-2.196
5,30,medical,0.006,-2.226
6,1,angeles,0.075,1.411
6,2,los,0.113,1.331
6,3,backers,0.023,0.612
6,4,pike,0.033,0.493
6,5,speak,0.03,0.199
6,6,browns,0.016,-0.102
6,7,leopold,0.007,-0.347
6,8,packer,0.007,-0.729
6,9,50,0.01,-0.796
6,10,albert,0.009,-0.841
6,11,aldo,0.004,-0.854
6,12,atkins,0.005,-0.912
6,13,rachel,0.007,-0.921
6,14,soroptimist,0.004,-0.951
6,15,merc,0.004,-0.951
6,16,lec,0.005,-1.032
6,17,occupy,0.006,-1.035
6,18,mariachi,0.003,-1.039
6,19,bills,0.007,-1.05
6,20,dada,0.003,-1.077
6,21,dos,0.007,-1.108
6,22,einstein,0.003,-1.174
6,23,alpacas,0.007,-1.217
6,24,buckeye,0.005,-1.236
6,25,robles,0.003,-1.237
6,26,patel,0.003,-1.237
6,27,zing,0.003,-1.251
6,28,founders,0.003,-1.284
6,29,winter,0.007,-1.291
6,30,olympics,0.003,-1.316
7,1,short,0.047,0.701
7,2,shepherds,0.034,0.4
7,3,hair,0.032,0.052
7,4,german,0.027,-0.092
7,5,australian,0.023,-0.201
7,6,gees,0.009,-0.203
7,7,british,0.025,-0.352
7,8,horns,0.008,-0.444
7,9,gore,0.008,-0.533
7,10,bee,0.019,-0.541
7,11,opal,0.008,-0.656
7,12,removal,0.005,-0.771
7,13,femme,0.004,-0.817
7,14,haus,0.009,-0.875
7,15,story,0.012,-0.929
7,16,opals,0.005,-0.938
7,17,electricals,0.004,-0.964
7,18,dub,0.005,-1.048
7,19,cutters,0.004,-1.072
7,20,mira,0.005,-1.108
7,21,pee,0.004,-1.137
7,22,ll,0.008,-1.146
7,23,asbestos,0.004,-1.156
7,24,apps,0.007,-1.157
7,25,100,0.008,-1.158
7,26,competition,0.004,-1.226
7,27,extensions,0.003,-1.233
7,28,black,0.015,-1.255
7,29,stunt,0.004,-1.27
7,30,rox,0.004,-1.27
8,1,log,0.083,0.734
8,2,homes,0.075,0.639
8,3,timber,0.04,0.341
8,4,cabin,0.017,-0.109
8,5,cedar,0.028,-0.157
8,6,modular,0.013,-0.476
8,7,frame,0.015,-0.513
8,8,frames,0.012,-0.576
8,9,cabins,0.007,-0.647
8,10,maple,0.013,-0.8
8,11,creek,0.027,-0.807
8,12,syrup,0.005,-0.879
8,13,ist,0.007,-1.031
8,14,wreaths,0.004,-1.185
8,15,vera,0.005,-1.215
8,16,coon,0.005,-1.239
8,17,custom,0.014,-1.261
8,18,falcon,0.006,-1.271
8,19,aloe,0.003,-1.28
8,20,rapids,0.005,-1.314
8,21,furniture,0.012,-1.315
8,22,ridge,0.011,-1.334
8,23,lodge,0.013,-1.343
8,24,vermont,0.007,-1.418
8,25,yellowstone,0.003,-1.478
8,26,buildings,0.005,-1.533
8,27,member,0.003,-1.567
8,28,craft,0.009,-1.595
8,29,hickory,0.004,-1.601
8,30,northeastern,0.002,-1.67
9,1,golf,0.266,1.011
9,2,club,0.137,0.193
9,3,course,0.032,0.029
9,4,disc,0.007,-1.323
9,5,tour,0.008,-1.393
9,6,balls,0.004,-1.407
9,7,ridge,0.009,-1.479
9,8,courses,0.005,-1.556
9,9,astronomy,0.005,-1.575
9,10,swing,0.005,-1.59
9,11,phuket,0.003,-1.591
9,12,pines,0.005,-1.603
9,13,castle,0.007,-1.623
9,14,trail,0.007,-1.636
9,15,kil,0.003,-1.671
9,16,myrtle,0.003,-1.701
9,17,fore,0.003,-1.706
9,18,tournament,0.003,-1.767
9,19,instruction,0.002,-1.773
9,20,mini,0.006,-1.787
9,21,hinckley,0.002,-1.799
9,22,ladies,0.003,-1.807
9,23,clubs,0.004,-1.811
9,24,aug,0.003,-1.829
9,25,packages,0.002,-1.833
9,26,ball,0.005,-1.845
9,27,vacations,0.003,-1.894
9,28,stonebridge,0.002,-1.923
9,29,carrick,0.001,-1.932
9,30,mount,0.004,-1.972
10,1,fishing,0.119,0.958
10,2,fly,0.105,0.729
10,3,fish,0.042,-0.118
10,4,reels,0.006,-0.79
10,5,carp,0.008,-0.829
10,6,tying,0.004,-0.886
10,7,rods,0.008,-0.929
10,8,trout,0.008,-1.049
10,9,guides,0.011,-1.053
10,10,charters,0.011,-1.119
10,11,tackle,0.007,-1.124
10,12,bass,0.01,-1.138
10,13,zealand,0.004,-1.36
10,14,reel,0.006,-1.377
10,15,kenya,0.004,-1.402
10,16,striper,0.003,-1.429
10,17,lures,0.004,-1.436
10,18,alaska,0.009,-1.448
10,19,hole,0.005,-1.463
10,20,smoked,0.003,-1.496
10,21,anglers,0.004,-1.515
10,22,guide,0.012,-1.515
10,23,rod,0.006,-1.518
10,24,patagonia,0.002,-1.534
10,25,hunting,0.008,-1.534
10,26,angler,0.003,-1.571
10,27,casters,0.003,-1.594
10,28,in,0.022,-1.618
10,29,ranches,0.003,-1.627
10,30,jigs,0.002,-1.652
11,1,charter,0.097,0.984
11,2,yacht,0.08,0.757
11,3,boat,0.036,-0.068
11,4,charters,0.028,-0.195
11,5,sailing,0.027,-0.306
11,6,sail,0.023,-0.348
11,7,greece,0.011,-0.371
11,8,croatia,0.008,-0.48
11,9,puerto,0.006,-0.745
11,10,luxury,0.007,-0.861
11,11,rent,0.01,-0.885
11,12,rico,0.007,-1.012
11,13,mallorca,0.004,-1.054
11,14,cruise,0.01,-1.141
11,15,holidays,0.008,-1.155
11,16,alaskan,0.004,-1.236
11,17,gulet,0.003,-1.24
11,18,lettering,0.003,-1.307
11,19,away,0.007,-1.332
11,20,docks,0.003,-1.337
11,21,solent,0.003,-1.341
11,22,planetarium,0.002,-1.347
11,23,adriatic,0.003,-1.408
11,24,turkey,0.005,-1.46
11,25,private,0.006,-1.461
11,26,exclusive,0.003,-1.482
11,27,lagoon,0.002,-1.527
11,28,cruises,0.006,-1.529
11,29,rotary,0.007,-1.534
11,30,jody,0.003,-1.548
12,1,san,0.236,1.546
12,2,diego,0.113,1.248
12,3,francisco,0.027,0.45
12,4,antonio,0.023,0.216
12,5,jose,0.023,0.208
12,6,marcos,0.008,-0.376
12,7,luis,0.009,-0.454
12,8,angelo,0.008,-0.62
12,9,miguel,0.005,-0.664
12,10,carlos,0.006,-0.743
12,11,saba,0.004,-0.919
12,12,juan,0.005,-1.067
12,13,fernando,0.003,-1.101
12,14,pedro,0.004,-1.136
12,15,torres,0.003,-1.177
12,16,carlo,0.003,-1.417
12,17,rafael,0.002,-1.417
12,18,pietro,0.002,-1.417
12,19,ramon,0.003,-1.425
12,20,manuel,0.003,-1.487
12,21,lawyer,0.008,-1.678
12,22,fernandez,0.002,-1.688
12,23,mixer,0.002,-1.694
12,24,rivera,0.002,-1.741
12,25,hillel,0.002,-1.761
12,26,serving,0.002,-1.85
12,27,sanchez,0.002,-1.9
12,28,sfbay,0.001,-1.911
12,29,of,0.018,-1.98
12,30,shui,0.004,-2.022
13,1,krav,0.033,0.721
13,2,maga,0.032,0.706
13,3,therapy,0.071,0.687
13,4,physical,0.014,0.012
13,5,sex,0.021,-0.047
13,6,anonymous,0.012,-0.188
13,7,chevy,0.01,-0.445
13,8,nyc,0.023,-0.474
13,9,magnetic,0.011,-0.555
13,10,kel,0.008,-0.697
13,11,harm,0.006,-0.722
13,12,mattress,0.007,-0.796
13,13,amys,0.004,-0.894
13,14,addictions,0.004,-0.894
13,15,chase,0.01,-0.895
13,16,goodies,0.005,-0.926
13,17,marijuana,0.004,-0.944
13,18,denim,0.005,-0.964
13,19,techniques,0.006,-0.97
13,20,reduction,0.004,-0.974
13,21,technique,0.006,-0.98
13,22,oldies,0.004,-1.009
13,23,eating,0.006,-1.032
13,24,psychologist,0.004,-1.038
13,25,pinball,0.006,-1.061
13,26,therapist,0.005,-1.074
13,27,bala,0.004,-1.124
13,28,magna,0.005,-1.138
13,29,disorders,0.004,-1.148
13,30,shri,0.004,-1.148
14,1,hip,0.061,0.935
14,2,hop,0.054,0.828
14,3,eat,0.047,0.652
14,4,right,0.053,0.44
14,5,brain,0.029,-0.115
14,6,jung,0.01,-0.491
14,7,armour,0.006,-0.667
14,8,cg,0.013,-0.684
14,9,sphere,0.009,-0.741
14,10,bh,0.01,-0.863
14,11,lindy,0.005,-0.881
14,12,drew,0.007,-0.888
14,13,tumor,0.004,-0.901
14,14,jfc,0.005,-0.931
14,15,muslim,0.006,-1.024
14,16,idle,0.004,-1.036
14,17,beat,0.009,-1.069
14,18,gloves,0.005,-1.069
14,19,lui,0.003,-1.081
14,20,lead,0.007,-1.146
14,21,pyrenees,0.003,-1.162
14,22,trix,0.005,-1.172
14,23,honey,0.008,-1.179
14,24,broward,0.004,-1.198
14,25,trac,0.006,-1.248
14,26,shaker,0.004,-1.251
14,27,ts,0.008,-1.253
14,28,left,0.006,-1.254
14,29,sleuth,0.003,-1.258
14,30,invest,0.006,-1.297
15,1,band,0.21,1.284
15,2,concert,0.055,0.678
15,3,pipe,0.047,0.386
15,4,tribute,0.017,-0.372
15,5,brass,0.018,-0.461
15,6,marching,0.006,-0.704
15,7,big,0.029,-0.738
15,8,organ,0.009,-0.835
15,9,symphonic,0.004,-0.971
15,10,bands,0.008,-1.058
15,11,community,0.017,-1.074
15,12,city,0.025,-1.099
15,13,polka,0.006,-1.121
15,14,roar,0.003,-1.142
15,15,abba,0.005,-1.254
15,16,lions,0.008,-1.423
15,17,string,0.005,-1.515
15,18,brothers,0.007,-1.566
15,19,elvis,0.004,-1.576
15,20,junction,0.004,-1.583
15,21,wind,0.008,-1.588
15,22,boosters,0.002,-1.611
15,23,rhs,0.003,-1.668
15,24,organs,0.003,-1.684
15,25,the,0.03,-1.695
15,26,rush,0.005,-1.696
15,27,brisbane,0.003,-1.718
15,28,stratford,0.003,-1.757
15,29,yankee,0.003,-1.786
15,30,terre,0.002,-1.816
16,1,pink,0.045,0.501
16,2,floyd,0.032,0.444
16,3,century,0.036,0.222
16,4,21,0.027,-0.074
16,5,20,0.022,-0.097
16,6,think,0.023,-0.299
16,7,layer,0.005,-0.727
16,8,realism,0.005,-0.759
16,9,0,0.01,-0.897
16,10,22,0.007,-0.959
16,11,cent,0.007,-0.961
16,12,drinks,0.005,-1.004
16,13,twice,0.003,-1.016
16,14,soft,0.022,-1.102
16,15,lang,0.008,-1.149
16,16,cranes,0.005,-1.153
16,17,helmet,0.004,-1.182
16,18,lasalle,0.005,-1.183
16,19,cadillac,0.004,-1.22
16,20,sweden,0.003,-1.221
16,21,hyper,0.007,-1.236
16,22,logical,0.003,-1.294
16,23,ary,0.003,-1.294
16,24,sr,0.007,-1.297
16,25,beers,0.003,-1.313
16,26,robotics,0.006,-1.327
16,27,schaefer,0.003,-1.336
16,28,gene,0.007,-1.34
16,29,veda,0.003,-1.345
16,30,fan,0.009,-1.352
17,1,dance,0.049,-0.165
17,2,theatre,0.024,-0.722
17,3,chamber,0.009,-1.025
17,4,music,0.027,-1.083
17,5,festival,0.015,-1.087
17,6,salsa,0.009,-1.26
17,7,jazz,0.01,-1.331
17,8,orchestra,0.006,-1.48
17,9,irish,0.009,-1.498
17,10,choir,0.006,-1.531
17,11,ensemble,0.003,-1.567
17,12,ballet,0.006,-1.605
17,13,folk,0.005,-1.631
17,14,stage,0.006,-1.641
17,15,ballroom,0.004,-1.667
17,16,studio,0.012,-1.715
17,17,opera,0.006,-1.73
17,18,dancers,0.004,-1.734
17,19,square,0.005,-1.775
17,20,london,0.007,-1.796
17,21,rhythm,0.003,-1.805
17,22,theater,0.005,-1.818
17,23,early,0.004,-1.82
17,24,summer,0.004,-1.823
17,25,swing,0.004,-1.84
17,26,lyric,0.002,-1.846
17,27,actors,0.003,-1.857
17,28,film,0.007,-1.892
17,29,comedy,0.005,-1.898
17,30,city,0.011,-1.903
18,1,th,0.07,0.512
18,2,district,0.031,-0.081
18,3,7,0.027,-0.425
18,4,5,0.025,-0.536
18,5,11,0.013,-0.616
18,6,6,0.016,-0.674
18,7,troop,0.017,-0.707
18,8,13,0.01,-0.772
18,9,24,0.014,-0.79
18,10,region,0.011,-0.799
18,11,14,0.008,-0.81
18,12,17,0.008,-0.882
18,13,10,0.012,-0.901
18,14,20,0.009,-0.931
18,15,9,0.015,-0.962
18,16,15,0.007,-1
18,17,12,0.01,-1.047
18,18,29,0.004,-1.198
18,19,30,0.005,-1.217
18,20,45,0.005,-1.231
18,21,23,0.005,-1.242
18,22,zonta,0.004,-1.244
18,23,scouts,0.01,-1.278
18,24,ayso,0.003,-1.28
18,25,eaa,0.005,-1.332
18,26,acbl,0.003,-1.338
18,27,25,0.004,-1.348
18,28,19,0.004,-1.374
18,29,38,0.003,-1.426
18,30,16,0.004,-1.435
19,1,church,0.175,0.509
19,2,baptist,0.059,-0.099
19,3,christ,0.026,-0.606
19,4,cowboy,0.018,-0.754
19,5,first,0.024,-1.102
19,6,methodist,0.015,-1.115
19,7,bible,0.013,-1.304
19,8,of,0.036,-1.307
19,9,grace,0.013,-1.322
19,10,faith,0.011,-1.343
19,11,community,0.013,-1.343
19,12,lutheran,0.011,-1.39
19,13,christian,0.013,-1.405
19,14,covenant,0.007,-1.426
19,15,calvary,0.007,-1.539
19,16,umc,0.015,-1.633
19,17,hope,0.009,-1.635
19,18,fellowship,0.006,-1.64
19,19,united,0.01,-1.649
19,20,bethel,0.005,-1.759
19,21,presbyterian,0.005,-1.82
19,22,pres,0.006,-1.852
19,23,chapel,0.006,-1.862
19,24,spiritualist,0.003,-1.889
19,25,new,0.012,-1.924
19,26,um,0.005,-1.986
19,27,reformed,0.002,-2.031
19,28,ministries,0.005,-2.035
19,29,fwb,0.003,-2.077
19,30,free,0.008,-2.135
20,1,shui,0.113,1.415
20,2,feng,0.112,1.318
20,3,cape,0.108,1.086
20,4,cod,0.055,0.793
20,5,breton,0.008,-0.308
20,6,fear,0.013,-0.482
20,7,babe,0.005,-0.816
20,8,may,0.012,-0.923
20,9,rum,0.006,-1.006
20,10,ruth,0.007,-1.029
20,11,tournament,0.004,-1.193
20,12,deli,0.004,-1.249
20,13,whispers,0.002,-1.441
20,14,zia,0.003,-1.463
20,15,waves,0.004,-1.482
20,16,chennai,0.002,-1.53
20,17,cake,0.004,-1.548
20,18,ann,0.006,-1.549
20,19,polishing,0.002,-1.591
20,20,dragon,0.007,-1.611
20,21,shan,0.003,-1.612
20,22,trib,0.002,-1.665
20,23,lifestyle,0.003,-1.676
20,24,cloth,0.003,-1.684
20,25,abs,0.003,-1.707
20,26,fd,0.004,-1.745
20,27,fiona,0.002,-1.753
20,28,vibes,0.002,-1.779
20,29,lanterns,0.002,-1.788
20,30,marlin,0.002,-1.846
21,1,law,0.288,1.067
21,2,firm,0.13,1.038
21,3,office,0.041,-0.095
21,4,offices,0.016,-0.282
21,5,elder,0.015,-0.461
21,6,family,0.024,-0.931
21,7,group,0.026,-1.254
21,8,immigration,0.007,-1.277
21,9,the,0.039,-1.435
21,10,lemon,0.004,-1.483
21,11,firms,0.002,-1.548
21,12,labor,0.003,-1.665
21,13,hernandez,0.002,-1.757
21,14,pc,0.01,-1.763
21,15,collaborative,0.002,-1.809
21,16,hoh,0.001,-1.863
21,17,suites,0.001,-1.911
21,18,whelan,0.001,-1.911
21,19,llp,0.003,-1.912
21,20,ip,0.005,-1.923
21,21,weiner,0.002,-1.933
21,22,calhoun,0.002,-1.933
21,23,schiller,0.001,-1.953
21,24,novak,0.001,-1.991
21,25,abrams,0.001,-2.026
21,26,hanson,0.002,-2.062
21,27,valencia,0.001,-2.087
21,28,greco,0.001,-2.093
21,29,review,0.005,-2.112
21,30,phelps,0.001,-2.115
22,1,bonds,0.088,1.376
22,2,bail,0.094,1.339
22,3,court,0.058,0.636
22,4,reporters,0.022,0.3
22,5,full,0.028,-0.063
22,6,reporting,0.016,-0.286
22,7,circle,0.025,-0.38
22,8,bond,0.013,-0.647
22,9,crop,0.008,-0.713
22,10,reporter,0.008,-0.848
22,11,olivia,0.005,-0.906
22,12,cash,0.01,-1.032
22,13,nell,0.004,-1.14
22,14,wreath,0.004,-1.24
22,15,maricopa,0.002,-1.32
22,16,poole,0.004,-1.32
22,17,acrylic,0.003,-1.464
22,18,bad,0.007,-1.469
22,19,drums,0.005,-1.473
22,20,888,0.002,-1.483
22,21,half,0.005,-1.507
22,22,shirt,0.004,-1.554
22,23,johnny,0.005,-1.559
22,24,bray,0.002,-1.572
22,25,denton,0.004,-1.598
22,26,ss,0.007,-1.6
22,27,gospel,0.005,-1.626
22,28,mehr,0.002,-1.654
22,29,jib,0.002,-1.654
22,30,barnett,0.002,-1.666
23,1,men,0.053,0.319
23,2,ehl,0.01,0.037
23,3,easter,0.012,-0.058
23,4,harry,0.017,-0.219
23,5,potter,0.014,-0.329
23,6,morris,0.021,-0.398
23,7,minor,0.011,-0.419
23,8,chords,0.009,-0.471
23,9,mu,0.013,-0.593
23,10,clowns,0.005,-0.761
23,11,bunny,0.007,-0.876
23,12,boys,0.011,-0.91
23,13,bernardo,0.004,-0.915
23,14,um,0.013,-0.918
23,15,arabians,0.009,-0.93
23,16,shoe,0.009,-0.94
23,17,2008,0.004,-0.955
23,18,lau,0.005,-0.973
23,19,claus,0.004,-0.984
23,20,lizzie,0.004,-1.004
23,21,exotics,0.004,-1.127
23,22,whistle,0.005,-1.128
23,23,anchor,0.007,-1.163
23,24,sausage,0.005,-1.163
23,25,chapin,0.004,-1.166
23,26,realm,0.006,-1.183
23,27,hate,0.004,-1.183
23,28,hardy,0.005,-1.218
23,29,ecu,0.005,-1.229
23,30,meier,0.004,-1.262
24,1,vegas,0.129,1.55
24,2,las,0.139,1.478
24,3,task,0.013,-0.29
24,4,force,0.022,-0.463
24,5,viva,0.01,-0.733
24,6,golfing,0.006,-0.864
24,7,greys,0.005,-1.042
24,8,betting,0.005,-1.098
24,9,iter,0.003,-1.101
24,10,insider,0.007,-1.103
24,11,dancesport,0.004,-1.196
24,12,weddings,0.011,-1.198
24,13,planned,0.003,-1.281
24,14,anatomy,0.003,-1.281
24,15,we,0.014,-1.318
24,16,bus,0.008,-1.351
24,17,const,0.003,-1.362
24,18,gale,0.004,-1.453
24,19,incorporate,0.002,-1.468
24,20,arp,0.004,-1.502
24,21,horseback,0.003,-1.511
24,22,postcard,0.003,-1.513
24,23,nem,0.002,-1.521
24,24,sandhills,0.002,-1.568
24,25,steer,0.002,-1.568
24,26,kart,0.004,-1.593
24,27,communities,0.003,-1.602
24,28,magazine,0.009,-1.636
24,29,mat,0.005,-1.648
24,30,weekly,0.005,-1.653
25,1,bank,0.155,0.923
25,2,food,0.07,0.269
25,3,state,0.039,-0.198
25,4,public,0.024,-0.253
25,5,blood,0.013,-0.623
25,6,speaking,0.009,-0.651
25,7,adjuster,0.005,-0.866
25,8,citizens,0.007,-0.9
25,9,of,0.052,-0.932
25,10,cord,0.008,-0.981
25,11,first,0.026,-1.004
25,12,federal,0.008,-1.049
25,13,peoples,0.005,-1.277
25,14,banks,0.006,-1.285
25,15,the,0.044,-1.32
25,16,farmers,0.004,-1.345
25,17,national,0.013,-1.351
25,18,savings,0.005,-1.384
25,19,islamic,0.004,-1.404
25,20,community,0.011,-1.461
25,21,central,0.014,-1.48
25,22,trust,0.01,-1.486
25,23,winona,0.002,-1.558
25,24,relations,0.002,-1.558
25,25,awareness,0.004,-1.601
25,26,storage,0.005,-1.644
25,27,commerce,0.004,-1.652
25,28,banker,0.002,-1.666
25,29,cnb,0.002,-1.697
25,30,government,0.002,-1.731
26,1,umc,0.061,-0.222
26,2,first,0.052,-0.308
26,3,pres,0.015,-0.93
26,4,st,0.032,-1.207
26,5,baptist,0.018,-1.284
26,6,fbc,0.01,-1.295
26,7,lutheran,0.011,-1.399
26,8,presbyterian,0.008,-1.399
26,9,ucc,0.005,-1.478
26,10,fumc,0.008,-1.522
26,11,church,0.022,-1.584
26,12,wesley,0.006,-1.59
26,13,methodist,0.009,-1.639
26,14,calvary,0.006,-1.661
26,15,trinity,0.009,-1.667
26,16,fpc,0.005,-1.74
26,17,grace,0.008,-1.742
26,18,bethel,0.005,-1.76
26,19,salem,0.005,-1.791
26,20,uu,0.006,-1.891
26,21,chapel,0.005,-1.905
26,22,faith,0.006,-1.921
26,23,naz,0.003,-1.922
26,24,soccer,0.01,-1.993
26,25,newton,0.003,-2.006
26,26,asbury,0.002,-2.016
26,27,wels,0.002,-2.038
26,28,fd,0.003,-2.047
26,29,luth,0.002,-2.054
26,30,pauls,0.004,-2.091
27,1,bay,0.196,1.257
27,2,area,0.111,1.078
27,3,tampa,0.038,0.319
27,4,aa,0.025,-0.594
27,5,monterey,0.011,-0.64
27,6,51,0.007,-0.859
27,7,south,0.019,-1.005
27,8,chesapeake,0.007,-1.049
27,9,rmhc,0.004,-1.139
27,10,thunder,0.008,-1.246
27,11,flax,0.003,-1.262
27,12,isabel,0.003,-1.301
27,13,scl,0.002,-1.321
27,14,rugs,0.007,-1.36
27,15,byron,0.004,-1.378
27,16,charters,0.008,-1.431
27,17,shamrock,0.004,-1.475
27,18,seafoods,0.003,-1.485
27,19,city,0.017,-1.49
27,20,svg,0.002,-1.515
27,21,skatepark,0.002,-1.543
27,22,weathervane,0.002,-1.543
27,23,specs,0.002,-1.545
27,24,aia,0.004,-1.568
27,25,cyp,0.002,-1.572
27,26,admiral,0.002,-1.572
27,27,association,0.008,-1.588
27,28,skydive,0.005,-1.589
27,29,naga,0.002,-1.591
27,30,basics,0.004,-1.651
28,1,park,0.184,1.004
28,2,rv,0.132,0.862
28,3,resort,0.041,-0.009
28,4,caravan,0.009,-0.717
28,5,beach,0.016,-1.015
28,6,roads,0.008,-1.036
28,7,holiday,0.009,-1.124
28,8,rentals,0.007,-1.188
28,9,raceway,0.007,-1.215
28,10,srv,0.005,-1.265
28,11,71,0.002,-1.363
28,12,campground,0.009,-1.391
28,13,tourist,0.004,-1.393
28,14,theme,0.005,-1.402
28,15,estes,0.003,-1.422
28,16,village,0.009,-1.45
28,17,bakersfield,0.003,-1.481
28,18,ponderosa,0.002,-1.491
28,19,vacation,0.004,-1.497
28,20,country,0.012,-1.517
28,21,hampton,0.005,-1.566
28,22,parks,0.005,-1.635
28,23,hyde,0.003,-1.678
28,24,zoo,0.007,-1.709
28,25,palm,0.005,-1.751
28,26,anaheim,0.002,-1.776
28,27,lake,0.009,-1.782
28,28,osage,0.002,-1.808
28,29,winter,0.004,-1.822
28,30,motorsports,0.004,-1.826
29,1,dive,0.029,-0.306
29,2,scuba,0.024,-0.406
29,3,diving,0.02,-0.498
29,4,bali,0.012,-0.673
29,5,holidays,0.01,-0.877
29,6,divers,0.008,-1.328
29,7,cruising,0.004,-1.346
29,8,blue,0.016,-1.369
29,9,fishing,0.011,-1.406
29,10,travel,0.011,-1.46
29,11,bvi,0.003,-1.492
29,12,surf,0.009,-1.499
29,13,cruise,0.007,-1.503
29,14,hawaii,0.008,-1.503
29,15,maui,0.005,-1.531
29,16,sail,0.007,-1.538
29,17,islands,0.004,-1.54
