BTM.topic,Relevance.rank,Term,Probability,Relevance
62,25,portraits,0.003,-2.034
62,26,la,0.008,-2.043
62,27,furniture,0.006,-2.064
62,28,painter,0.002,-2.084
62,29,african,0.003,-2.121
62,30,horn,0.003,-2.141
63,1,steel,0.061,0.418
63,2,buildings,0.024,0.111
63,3,drum,0.026,0.001
63,4,pole,0.014,-0.374
63,5,stainless,0.012,-0.381
63,6,technical,0.014,-0.48
63,7,headers,0.006,-0.535
63,8,barns,0.008,-0.687
63,9,flexible,0.006,-0.739
63,10,connector,0.006,-0.742
63,11,aku,0.006,-0.792
63,12,bass,0.014,-0.807
63,13,writer,0.012,-0.824
63,14,tickets,0.008,-0.826
63,15,pedal,0.007,-0.901
63,16,guitar,0.016,-0.903
63,17,orlando,0.01,-0.925
63,18,jcc,0.005,-0.97
63,19,omar,0.004,-0.972
63,20,different,0.005,-0.99
63,21,mi,0.015,-0.998
63,22,detroit,0.008,-1.044
63,23,theme,0.007,-1.053
63,24,bellydance,0.005,-1.063
63,25,vault,0.007,-1.073
63,26,circle,0.012,-1.089
63,27,corps,0.006,-1.223
63,28,convention,0.004,-1.264
63,29,mms,0.003,-1.284
63,30,built,0.005,-1.287
64,1,wire,0.102,0.918
64,2,mesh,0.056,0.836
64,3,oil,0.054,0.36
64,4,olive,0.021,-0.048
64,5,rope,0.015,-0.312
64,6,gas,0.017,-0.656
64,7,china,0.021,-0.771
64,8,stainless,0.007,-0.953
64,9,netting,0.004,-1.122
64,10,paintings,0.007,-1.208
64,11,console,0.003,-1.244
64,12,fcu,0.011,-1.26
64,13,weld,0.006,-1.274
64,14,tape,0.007,-1.282
64,15,jump,0.006,-1.305
64,16,olio,0.003,-1.311
64,17,fa,0.008,-1.32
64,18,jy,0.004,-1.35
64,19,rig,0.005,-1.385
64,20,sher,0.003,-1.391
64,21,terriers,0.004,-1.396
64,22,painting,0.006,-1.412
64,23,exporters,0.003,-1.426
64,24,edm,0.004,-1.443
64,25,and,0.029,-1.46
64,26,derek,0.004,-1.47
64,27,qi,0.004,-1.482
64,28,jeans,0.004,-1.495
64,29,she,0.006,-1.537
64,30,an,0.014,-1.539
65,1,model,0.064,0.589
65,2,rc,0.041,-0.005
65,3,scale,0.025,-0.145
65,4,airplanes,0.008,-0.193
65,5,flyers,0.017,-0.28
65,6,scales,0.009,-0.747
65,7,heli,0.011,-0.747
65,8,flying,0.015,-0.835
65,9,aircraft,0.012,-0.88
65,10,airplane,0.005,-0.885
65,11,models,0.013,-0.968
65,12,helicopter,0.006,-0.985
65,13,only,0.01,-1.051
65,14,aero,0.012,-1.074
65,15,trains,0.007,-1.084
65,16,crew,0.01,-1.111
65,17,problems,0.005,-1.121
65,18,fee,0.005,-1.135
65,19,modelers,0.003,-1.145
65,20,ships,0.005,-1.162
65,21,slides,0.003,-1.268
65,22,flight,0.01,-1.269
65,23,warbirds,0.003,-1.272
65,24,skiing,0.003,-1.357
65,25,weighing,0.002,-1.374
65,26,starfleet,0.002,-1.374
65,27,castles,0.003,-1.396
65,28,rockets,0.003,-1.413
65,29,monaco,0.003,-1.446
65,30,late,0.004,-1.448
66,1,for,0.135,0.48
66,2,4,0.058,-0.428
66,3,you,0.024,-0.683
66,4,kids,0.024,-0.748
66,5,children,0.011,-1.022
66,6,life,0.022,-1.195
66,7,women,0.01,-1.273
66,8,with,0.013,-1.279
66,9,pets,0.01,-1.292
66,10,needs,0.004,-1.383
66,11,special,0.007,-1.388
66,12,fun,0.011,-1.391
66,13,sale,0.007,-1.493
66,14,helping,0.004,-1.519
66,15,people,0.008,-1.542
66,16,just,0.009,-1.587
66,17,everyone,0.002,-1.665
66,18,beginners,0.002,-1.793
66,19,all,0.012,-1.827
66,20,sake,0.002,-1.854
66,21,only,0.004,-1.865
66,22,voices,0.004,-1.907
66,23,caring,0.002,-1.911
66,24,jesus,0.004,-1.921
66,25,justice,0.004,-1.927
66,26,hope,0.007,-1.936
66,27,families,0.003,-1.946
66,28,humanity,0.002,-1.973
66,29,help,0.006,-1.987
66,30,less,0.004,-1.988
67,1,stitch,0.036,0.248
67,2,corn,0.014,-0.36
67,3,patterns,0.014,-0.404
67,4,cross,0.03,-0.447
67,5,maze,0.008,-0.844
67,6,olde,0.007,-0.883
67,7,crochet,0.007,-0.894
67,8,knitting,0.008,-0.964
67,9,pattern,0.007,-1.006
67,10,quilt,0.01,-1.069
67,11,clay,0.009,-1.202
67,12,machine,0.012,-1.237
67,13,knit,0.006,-1.294
67,14,crafts,0.008,-1.33
67,15,yarns,0.005,-1.347
67,16,debs,0.003,-1.351
67,17,tyme,0.003,-1.38
67,18,and,0.031,-1.387
67,19,patch,0.005,-1.455
67,20,quilting,0.005,-1.476
67,21,time,0.012,-1.483
67,22,ye,0.005,-1.486
67,23,blossom,0.003,-1.489
67,24,peas,0.002,-1.512
67,25,free,0.014,-1.557
67,26,bead,0.005,-1.57
67,27,creative,0.01,-1.592
67,28,sugar,0.005,-1.624
67,29,lotto,0.003,-1.628
67,30,quilts,0.005,-1.628
68,1,society,0.22,1.242
68,2,humane,0.041,0.219
68,3,historical,0.018,-0.276
68,4,choral,0.015,-0.338
68,5,orchid,0.015,-0.503
68,6,philatelic,0.008,-0.621
68,7,astronomical,0.004,-0.947
68,8,recorder,0.007,-0.997
68,9,daylily,0.006,-1.133
68,10,aquarium,0.007,-1.209
68,11,enfield,0.004,-1.27
68,12,digest,0.006,-1.391
68,13,bonsai,0.006,-1.399
68,14,buddhist,0.005,-1.417
68,15,british,0.009,-1.426
68,16,paranormal,0.004,-1.432
68,17,hort,0.003,-1.433
68,18,american,0.015,-1.459
68,19,lacy,0.003,-1.487
68,20,bible,0.011,-1.497
68,21,bluebird,0.003,-1.519
68,22,slipper,0.003,-1.547
68,23,rose,0.009,-1.579
68,24,finch,0.003,-1.637
68,25,dahlia,0.002,-1.681
68,26,sacramento,0.004,-1.684
68,27,collectors,0.004,-1.696
68,28,cultural,0.003,-1.72
68,29,disease,0.003,-1.731
68,30,poetry,0.005,-1.734
69,1,coast,0.154,1.143
69,2,west,0.094,0.393
69,3,east,0.066,0.326
69,4,gulf,0.027,0.033
69,5,key,0.017,-0.744
69,6,end,0.016,-0.77
69,7,north,0.023,-0.898
69,8,gold,0.016,-1.042
69,9,middle,0.006,-1.174
69,10,sunshine,0.006,-1.337
69,11,lancs,0.003,-1.347
69,12,skydivers,0.003,-1.356
69,13,pacific,0.011,-1.397
69,14,far,0.007,-1.41
69,15,midlands,0.003,-1.49
69,16,nugget,0.002,-1.541
69,17,woodturners,0.005,-1.579
69,18,space,0.009,-1.622
69,19,avionics,0.003,-1.7
69,20,nurseries,0.003,-1.7
69,21,lime,0.003,-1.701
69,22,central,0.011,-1.718
69,23,texas,0.01,-1.747
69,24,ccu,0.002,-1.751
69,25,orf,0.001,-1.762
69,26,first,0.012,-1.786
69,27,fireplaces,0.001,-1.816
69,28,third,0.004,-1.816
69,29,rvs,0.002,-1.826
69,30,marines,0.002,-1.828
70,1,ice,0.085,0.693
70,2,army,0.047,0.621
70,3,salvation,0.022,0.348
70,4,cream,0.027,0.285
70,5,roller,0.022,-0.024
70,6,navy,0.017,-0.112
70,7,derby,0.02,-0.268
70,8,rink,0.009,-0.491
70,9,hockey,0.026,-0.518
70,10,surplus,0.012,-0.638
70,11,skating,0.01,-0.701
70,12,girls,0.012,-0.872
70,13,pinewood,0.005,-0.894
70,14,synchro,0.007,-0.92
70,15,poet,0.006,-0.928
70,16,gena,0.004,-1.04
70,17,isis,0.005,-1.043
70,18,timer,0.004,-1.17
70,19,skate,0.008,-1.192
70,20,bo,0.009,-1.219
70,21,arena,0.007,-1.285
70,22,fanatic,0.003,-1.325
70,23,gotham,0.003,-1.365
70,24,cube,0.005,-1.401
70,25,drome,0.002,-1.404
70,26,ug,0.004,-1.419
70,27,18,0.004,-1.428
70,28,xx,0.004,-1.458
70,29,norfolk,0.005,-1.473
70,30,occasions,0.002,-1.509
71,1,big,0.125,0.742
71,2,sky,0.023,-0.823
71,3,tall,0.009,-0.865
71,4,brothers,0.013,-0.88
71,5,little,0.019,-0.89
71,6,bang,0.007,-0.929
71,7,apple,0.012,-0.936
71,8,sisters,0.01,-1.003
71,9,boxes,0.006,-1.088
71,10,boom,0.006,-1.142
71,11,kahuna,0.003,-1.153
71,12,fat,0.008,-1.16
71,13,dog,0.015,-1.23
71,14,bite,0.005,-1.235
71,15,game,0.013,-1.254
71,16,pirates,0.005,-1.266
71,17,two,0.009,-1.275
71,18,sexy,0.003,-1.344
71,19,crash,0.004,-1.355
71,20,treasure,0.006,-1.364
71,21,puzzle,0.006,-1.378
71,22,bend,0.006,-1.392
71,23,carousel,0.004,-1.392
71,24,ham,0.007,-1.399
71,25,shoes,0.007,-1.43
71,26,giant,0.005,-1.443
71,27,puppets,0.004,-1.465
71,28,leap,0.004,-1.465
71,29,toyz,0.002,-1.516
71,30,tuna,0.003,-1.519
72,1,new,0.3,1.326
72,2,york,0.054,0.305
72,3,england,0.036,0.151
72,4,zealand,0.012,-0.351
72,5,orleans,0.014,-0.36
72,6,jersey,0.015,-0.67
72,7,mexico,0.012,-0.714
72,8,life,0.034,-0.739
72,9,hope,0.022,-0.749
72,10,age,0.013,-1.009
72,11,era,0.007,-1.31
72,12,song,0.007,-1.53
72,13,media,0.014,-1.566
72,14,hampshire,0.003,-1.623
72,15,beginning,0.002,-1.627
72,16,wave,0.006,-1.796
72,17,testament,0.002,-1.798
72,18,directions,0.003,-1.84
72,19,ulm,0.002,-1.841
72,20,rite,0.004,-1.844
72,21,beginnings,0.002,-1.922
72,22,horizons,0.003,-1.951
72,23,horizon,0.004,-1.96
72,24,london,0.006,-1.993
72,25,brunswick,0.002,-2.007
72,26,bedford,0.003,-2.011
72,27,comics,0.004,-2.011
72,28,dawn,0.003,-2.113
72,29,tradition,0.002,-2.117
72,30,creation,0.003,-2.118
73,1,medical,0.043,-0.177
73,2,services,0.04,-0.514
73,3,billing,0.01,-0.799
73,4,group,0.037,-0.9
73,5,center,0.028,-1.052
73,6,transcription,0.006,-1.092
73,7,staffing,0.007,-1.108
73,8,legal,0.013,-1.183
73,9,service,0.014,-1.363
73,10,med,0.012,-1.381
73,11,health,0.014,-1.566
73,12,professional,0.005,-1.594
73,13,financial,0.008,-1.596
73,14,marine,0.009,-1.615
73,15,investigative,0.002,-1.633
73,16,ins,0.006,-1.656
73,17,equine,0.006,-1.682
73,18,call,0.007,-1.685
73,19,inc,0.018,-1.734
73,20,imaging,0.005,-1.762
73,21,farrier,0.002,-1.8
73,22,pro,0.012,-1.829
73,23,diagnostic,0.002,-1.829
73,24,canada,0.008,-1.841
73,25,surveyor,0.002,-1.844
73,26,centers,0.004,-1.859
73,27,nanny,0.003,-1.878
73,28,insurance,0.007,-1.9
73,29,environmental,0.005,-1.906
73,30,womens,0.004,-1.924
74,1,air,0.029,-0.812
74,2,control,0.016,-0.94
74,3,power,0.023,-0.96
74,4,solar,0.014,-1.029
74,5,systems,0.022,-1.16
74,6,oil,0.011,-1.224
74,7,water,0.014,-1.29
74,8,energy,0.013,-1.331
74,9,inc,0.022,-1.503
74,10,gas,0.007,-1.524
74,11,clean,0.007,-1.593
74,12,testing,0.005,-1.648
74,13,fluid,0.004,-1.69
74,14,pumps,0.005,-1.759
74,15,heat,0.005,-1.785
74,16,and,0.021,-1.786
74,17,pollution,0.002,-1.806
74,18,solutions,0.011,-1.813
74,19,heating,0.003,-1.849
74,20,wind,0.006,-1.856
74,21,fuel,0.004,-1.878
74,22,flow,0.005,-1.892
74,23,controls,0.005,-1.909
74,24,applied,0.004,-1.94
74,25,industrial,0.005,-1.961
74,26,system,0.005,-1.966
74,27,services,0.009,-1.975
74,28,filtration,0.002,-1.998
74,29,filter,0.003,-2.016
74,30,cooling,0.002,-2.017
75,1,school,0.165,0.854
75,2,driving,0.04,0.324
75,3,traffic,0.014,-0.709
75,4,academy,0.025,-0.716
75,5,schools,0.016,-0.719
75,6,defensive,0.004,-0.927
75,7,massage,0.01,-1.03
75,8,beauty,0.01,-1.082
75,9,riding,0.008,-1.091
75,10,surf,0.013,-1.112
75,11,high,0.015,-1.167
75,12,of,0.035,-1.31
75,13,christian,0.014,-1.317
75,14,bartending,0.003,-1.327
75,15,scholarships,0.003,-1.362
75,16,college,0.013,-1.424
75,17,sunday,0.004,-1.464
75,18,international,0.013,-1.514
75,19,film,0.011,-1.524
75,20,english,0.009,-1.531
75,21,coach,0.007,-1.544
75,22,taxidermy,0.005,-1.561
75,23,catholic,0.008,-1.567
75,24,grooming,0.002,-1.594
75,25,ballet,0.006,-1.637
75,26,waldorf,0.004,-1.653
75,27,regis,0.003,-1.655
75,28,instructor,0.002,-1.677
75,29,online,0.019,-1.693
75,30,flight,0.006,-1.747
76,1,ski,0.11,0.711
76,2,patrol,0.041,0.711
76,3,harley,0.027,0.172
76,4,davidson,0.018,-0.048
76,5,mt,0.028,-0.441
76,6,nordic,0.013,-0.549
76,7,dav,0.009,-0.584
76,8,xc,0.007,-0.702
76,9,alpine,0.013,-0.796
76,10,chronicles,0.006,-0.813
76,11,kimberley,0.004,-0.86
76,12,traps,0.005,-0.889
76,13,summit,0.013,-0.95
76,14,against,0.006,-0.962
76,15,mogul,0.004,-0.979
76,16,rest,0.007,-1.032
76,17,heavenly,0.006,-1.058
76,18,bergen,0.005,-1.106
76,19,boards,0.007,-1.141
76,20,dyke,0.003,-1.161
76,21,instruments,0.01,-1.175
76,22,wal,0.005,-1.264
76,23,busters,0.005,-1.297
76,24,chd,0.003,-1.303
76,25,litigation,0.003,-1.311
76,26,assured,0.003,-1.335
76,27,docs,0.006,-1.335
76,28,bradford,0.005,-1.335
76,29,balboa,0.003,-1.384
76,30,cor,0.006,-1.406
77,1,all,0.216,1.075
77,2,saints,0.052,0.531
77,3,about,0.067,0.491
77,4,things,0.017,-0.566
77,5,souls,0.009,-0.671
77,6,american,0.022,-1.079
77,7,creatures,0.004,-1.155
77,8,inspirational,0.004,-1.156
77,9,wild,0.012,-1.286
77,10,seasons,0.006,-1.295
77,11,quotes,0.007,-1.301
77,12,met,0.009,-1.312
77,13,above,0.004,-1.384
77,14,blueberries,0.002,-1.389
77,15,terrain,0.003,-1.433
77,16,trains,0.004,-1.536
77,17,mushrooms,0.003,-1.538
77,18,greek,0.005,-1.608
77,19,surfaces,0.002,-1.644
77,20,nudist,0.002,-1.655
77,21,4,0.016,-1.718
77,22,church,0.018,-1.757
77,23,year,0.003,-1.786
77,24,nations,0.003,-1.804
77,25,cars,0.006,-1.809
77,26,wiggle,0.002,-1.826
77,27,butt,0.002,-1.829
77,28,gods,0.004,-1.835
77,29,ukrainian,0.002,-1.848
77,30,sanskrit,0.002,-1.868
78,1,muay,0.017,0.346
78,2,living,0.059,0.247
78,3,thai,0.036,0.193
78,4,assisted,0.009,-0.305
78,5,elegance,0.008,-0.656
78,6,waters,0.012,-0.736
78,7,conveyor,0.008,-0.813
78,8,siam,0.006,-0.82
78,9,photographic,0.007,-0.851
78,10,belt,0.009,-0.927
78,11,belts,0.005,-0.928
78,12,bearings,0.007,-0.947
78,13,casual,0.005,-0.953
78,14,threads,0.007,-0.958
78,15,mineral,0.007,-1.017
78,16,cookbook,0.005,-1.018
78,17,stones,0.008,-1.031
78,18,senior,0.009,-1.048
78,19,japanese,0.007,-1.1
78,20,victorian,0.006,-1.105
78,21,rollers,0.004,-1.115
78,22,acupuncture,0.01,-1.141
78,23,gic,0.004,-1.154
78,24,teas,0.004,-1.155
78,25,canadian,0.01,-1.184
78,26,orchid,0.008,-1.186
78,27,rags,0.005,-1.219
78,28,sundown,0.003,-1.285
78,29,bright,0.008,-1.289
78,30,well,0.01,-1.336
79,1,fc,0.035,-0.388
79,2,town,0.02,-0.768
79,3,mad,0.016,-0.897
79,4,methodist,0.016,-1.069
79,5,united,0.017,-1.124
79,6,london,0.011,-1.408
79,7,camra,0.005,-1.429
79,8,city,0.018,-1.442
79,9,rugby,0.009,-1.454
79,10,choir,0.006,-1.456
79,11,scouts,0.008,-1.476
79,12,centre,0.011,-1.49
79,13,rfc,0.006,-1.503
79,14,buddhist,0.005,-1.505
79,15,rovers,0.004,-1.568
79,16,leeds,0.004,-1.618
79,17,swimming,0.006,-1.685
79,18,club,0.021,-1.695
79,19,rangers,0.004,-1.704
79,20,liverpool,0.003,-1.707
79,21,bolton,0.003,-1.719
79,22,swindon,0.002,-1.759
79,23,bristol,0.005,-1.766
79,24,south,0.009,-1.789
79,25,birmingham,0.004,-1.8
79,26,devon,0.003,-1.807
79,27,east,0.008,-1.813
79,28,circuit,0.004,-1.844
79,29,sheffield,0.003,-1.864
79,30,bournemouth,0.002,-1.866
80,1,insurance,0.024,-0.67
80,2,care,0.031,-0.683
80,3,family,0.018,-1.221
80,4,health,0.019,-1.25
80,5,home,0.02,-1.269
80,6,best,0.012,-1.44
80,7,housing,0.005,-1.522
80,8,pet,0.011,-1.548
80,9,term,0.004,-1.623
80,10,services,0.013,-1.664
80,11,life,0.013,-1.694
80,12,travel,0.008,-1.733
80,13,net,0.014,-1.739
80,14,guide,0.01,-1.745
80,15,business,0.008,-1.794
80,16,advice,0.004,-1.842
80,17,car,0.008,-1.873
80,18,agency,0.005,-1.885
80,19,senior,0.004,-1.914
80,20,your,0.008,-1.919
80,21,all,0.01,-1.972
80,22,broker,0.003,-1.991
80,23,mortgage,0.005,-2.004
80,24,total,0.005,-2.009
80,25,motorcycle,0.004,-2.017
80,26,computer,0.005,-2.018
80,27,planned,0.001,-2.023
80,28,tree,0.006,-2.036
80,29,disability,0.003,-2.042
80,30,online,0.013,-2.043
81,1,league,0.051,0.213
81,2,soccer,0.063,-0.098
81,3,youth,0.035,-0.1
81,4,football,0.033,-0.293
81,5,basketball,0.011,-0.787
81,6,junior,0.01,-0.826
81,7,fantasy,0.013,-0.844
81,8,baseball,0.012,-1.021
81,9,hockey,0.015,-1.037
81,10,drills,0.004,-1.112
81,11,girls,0.008,-1.25
81,12,hoops,0.006,-1.261
81,13,coaching,0.008,-1.27
81,14,tennis,0.009,-1.289
81,15,sports,0.017,-1.317
81,16,leagues,0.003,-1.318
81,17,rugby,0.011,-1.334
81,18,miss,0.007,-1.358
81,19,camps,0.007,-1.384
81,20,college,0.012,-1.488
81,21,aau,0.002,-1.505
81,22,rodeo,0.005,-1.539
81,23,amateur,0.004,-1.541
81,24,squash,0.005,-1.553
81,25,softball,0.004,-1.564
81,26,adult,0.003,-1.574
81,27,table,0.006,-1.577
81,28,inside,0.005,-1.59
81,29,lacrosse,0.005,-1.638
81,30,little,0.009,-1.646
82,1,estate,0.138,1.251
82,2,real,0.157,1.201
82,3,time,0.025,-0.766
82,4,planning,0.012,-0.801
82,5,wines,0.018,-1.024
82,6,ians,0.005,-1.089
82,7,afi,0.003,-1.195
82,8,school,0.02,-1.237
82,9,townsend,0.004,-1.274
82,10,mccoy,0.004,-1.276
82,11,options,0.005,-1.37
82,12,gay,0.008,-1.377
82,13,clarke,0.005,-1.421
82,14,appraisals,0.005,-1.428
82,15,400,0.003,-1.48
82,16,old,0.011,-1.504
82,17,rut,0.002,-1.539
82,18,mahjong,0.002,-1.539
82,19,institute,0.01,-1.544
82,20,value,0.005,-1.572
82,21,commercial,0.005,-1.625
82,22,rubicon,0.002,-1.628
82,23,auction,0.006,-1.638
82,24,barry,0.005,-1.639
82,25,trainer,0.003,-1.642
82,26,success,0.005,-1.653
82,27,tracker,0.005,-1.661
82,28,sales,0.009,-1.688
82,29,hubbard,0.003,-1.696
82,30,prep,0.004,-1.753
83,1,festival,0.131,1.099
83,2,fest,0.051,0.405
83,3,film,0.061,0.227
83,4,beer,0.028,-0.316
83,5,crested,0.007,-0.484
83,6,rib,0.009,-0.516
83,7,seafood,0.008,-1.016
83,8,butte,0.005,-1.029
83,9,festivals,0.004,-1.111
83,10,greek,0.008,-1.13
83,11,crab,0.005,-1.17
83,12,grape,0.004,-1.196
83,13,pong,0.004,-1.202
83,14,blues,0.01,-1.212
83,15,cans,0.004,-1.291
83,16,wine,0.014,-1.302
83,17,writers,0.009,-1.309
83,18,oyster,0.004,-1.321
83,19,bbq,0.01,-1.33
83,20,sweet,0.008,-1.37
83,21,bluegrass,0.006,-1.376
83,22,thin,0.004,-1.415
83,23,ren,0.005,-1.423
83,24,story,0.007,-1.441
83,25,fiber,0.007,-1.487
83,26,pumpkin,0.004,-1.492
83,27,austen,0.002,-1.492
83,28,wildflower,0.003,-1.5
83,29,corn,0.004,-1.517
83,30,alley,0.004,-1.53
84,1,garden,0.027,-0.646
84,2,society,0.029,-0.794
84,3,irish,0.016,-0.914
84,4,of,0.053,-0.915
84,5,plants,0.01,-0.935
84,6,prey,0.003,-1.119
84,7,pony,0.008,-1.151
84,8,gardens,0.01,-1.233
84,9,tropical,0.007,-1.286
84,10,fruit,0.006,-1.311
84,11,native,0.007,-1.314
84,12,botanical,0.004,-1.41
84,13,welsh,0.006,-1.425
84,14,ponies,0.004,-1.497
84,15,cattle,0.006,-1.505
84,16,birds,0.006,-1.563
84,17,bird,0.008,-1.58
84,18,horse,0.011,-1.592
84,19,shetland,0.003,-1.598
84,20,parrot,0.004,-1.621
84,21,gathering,0.003,-1.627
84,22,draught,0.002,-1.664
84,23,setters,0.002,-1.667
84,24,wine,0.01,-1.69
84,25,pond,0.005,-1.7
84,26,flowers,0.007,-1.714
84,27,nursery,0.005,-1.735
84,28,the,0.029,-1.738
84,29,koi,0.004,-1.742
84,30,organic,0.005,-1.744
85,1,design,0.128,0.323
85,2,web,0.049,-0.674
85,3,interior,0.011,-0.683
85,4,studio,0.028,-0.859
85,5,designs,0.02,-1.108
85,6,graphic,0.01,-1.144
85,7,logo,0.006,-1.302
85,8,inc,0.026,-1.34
85,9,by,0.019,-1.36
85,10,creative,0.012,-1.377
85,11,group,0.021,-1.456
85,12,kitchen,0.007,-1.506
85,13,designer,0.005,-1.613
85,14,floral,0.005,-1.627
85,15,lighting,0.006,-1.71
85,16,fee,0.003,-1.755
85,17,tattoo,0.005,-1.802
85,18,3,0.011,-1.808
85,19,media,0.01,-1.83
85,20,decorating,0.002,-1.831
85,21,soma,0.002,-1.883
85,22,embroidery,0.004,-1.892
85,23,concept,0.003,-1.904
85,24,land,0.007,-1.917
85,25,models,0.005,-1.923
85,26,artistic,0.003,-1.934
85,27,diva,0.003,-1.942
85,28,la,0.009,-1.996
85,29,dream,0.005,-2.014
85,30,sound,0.007,-2.018
86,1,search,0.092,0.613
86,2,engine,0.041,0.354
86,3,legal,0.047,0.086
86,4,sark,0.007,-0.428
86,5,noah,0.009,-0.455
86,6,certification,0.008,-0.589
86,7,optimization,0.006,-0.672
86,8,job,0.013,-0.731
86,9,cpr,0.012,-0.786
86,10,ranking,0.004,-0.985
86,11,classes,0.006,-1.044
86,12,engines,0.006,-1.081
86,13,writing,0.009,-1.091
86,14,puzzles,0.007,-1.116
86,15,dictionary,0.006,-1.184
86,16,aid,0.01,-1.187
86,17,hp,0.009,-1.218
86,18,nw,0.011,-1.279
86,19,mgc,0.002,-1.342
86,20,forms,0.006,-1.362
86,21,checks,0.004,-1.38
86,22,crossword,0.003,-1.381
86,23,pdf,0.005,-1.413
86,24,bcg,0.002,-1.422
86,25,recruiters,0.003,-1.474
86,26,hospitality,0.004,-1.479
86,27,background,0.002,-1.489
86,28,select,0.006,-1.51
86,29,yearbook,0.002,-1.517
86,30,chicago,0.01,-1.518
87,1,daily,0.056,0.248
87,2,news,0.082,0.143
87,3,times,0.031,-0.301
87,4,herald,0.019,-0.366
87,5,the,0.09,-0.614
87,6,tribune,0.01,-0.761
87,7,post,0.017,-0.86
87,8,journal,0.016,-0.92
87,9,courier,0.008,-0.925
87,10,leader,0.009,-1.042
87,11,record,0.009,-1.09
87,12,press,0.018,-1.125
87,13,gazette,0.007,-1.244
87,14,weekly,0.007,-1.251
87,15,observer,0.005,-1.275
87,16,county,0.015,-1.284
87,17,citizen,0.005,-1.291
87,18,democrat,0.004,-1.296
87,19,star,0.017,-1.301
87,20,sentinel,0.004,-1.537
87,21,online,0.021,-1.572
87,22,dispatch,0.003,-1.657
87,23,ledger,0.002,-1.737
87,24,reporter,0.003,-1.745
87,25,advertiser,0.002,-1.748
87,26,chronicle,0.003,-1.776
87,27,asian,0.004,-1.818
87,28,bulletin,0.003,-1.833
87,29,sun,0.008,-1.859
87,30,register,0.004,-1.864
88,1,parts,0.035,-0.345
88,2,truck,0.024,-0.346
88,3,sales,0.033,-0.409
88,4,auto,0.031,-0.533
88,5,trucks,0.013,-0.682
88,6,equipment,0.023,-0.702
88,7,trailer,0.01,-0.931
88,8,toyota,0.006,-0.946
88,9,transport,0.01,-0.966
88,10,cruiser,0.005,-0.999
88,11,wash,0.008,-1.055
88,12,training,0.018,-1.063
88,13,lift,0.01,-1.064
88,14,insurance,0.015,-1.134
88,15,used,0.008,-1.147
88,16,struck,0.003,-1.22
88,17,chevy,0.004,-1.314
88,18,car,0.015,-1.319
88,19,fork,0.005,-1.366
88,20,locator,0.004,-1.384
88,21,turf,0.006,-1.385
88,22,direct,0.013,-1.454
88,23,chucks,0.002,-1.505
88,24,rec,0.006,-1.507
88,25,vehicle,0.003,-1.552
88,26,avalanche,0.002,-1.562
88,27,accessories,0.004,-1.571
88,28,aircraft,0.006,-1.579
88,29,pull,0.003,-1.581
88,30,push,0.003,-1.59
89,1,the,0.121,-0.311
89,2,of,0.066,-0.691
89,3,in,0.042,-0.986
89,4,year,0.004,-1.512
89,5,night,0.006,-1.586
89,6,one,0.011,-1.699
89,7,game,0.008,-1.72
89,8,time,0.009,-1.748
89,9,end,0.005,-1.857
89,10,world,0.013,-1.881
89,11,last,0.004,-1.926
89,12,dead,0.004,-1.995
89,13,at,0.009,-2.058
89,14,box,0.005,-2.093
89,15,on,0.012,-2.096
89,16,this,0.004,-2.111
89,17,before,0.002,-2.131
89,18,music,0.01,-2.139
89,19,book,0.006,-2.146
89,20,week,0.003,-2.156
89,21,factory,0.004,-2.162
89,22,days,0.003,-2.172
89,23,house,0.007,-2.173
89,24,kitchen,0.004,-2.183
89,25,meet,0.002,-2.198
89,26,war,0.004,-2.204
89,27,design,0.01,-2.225
89,28,sound,0.005,-2.228
89,29,story,0.003,-2.23
89,30,witch,0.002,-2.257
90,1,farm,0.034,-0.66
90,2,creek,0.021,-1.065
90,3,hill,0.019,-1.133
90,4,ridge,0.011,-1.317
90,5,valley,0.016,-1.398
90,6,winery,0.011,-1.419
90,7,hollow,0.006,-1.502
90,8,tree,0.009,-1.604
90,9,oak,0.008,-1.607
90,10,meadow,0.005,-1.658
90,11,campground,0.007,-1.672
90,12,farms,0.008,-1.716
90,13,maple,0.005,-1.732
90,14,brook,0.005,-1.74
90,15,point,0.008,-1.775
90,16,pine,0.005,-1.838
90,17,acres,0.004,-1.859
90,18,honey,0.004,-1.88
90,19,mountain,0.008,-1.916
90,20,spring,0.005,-1.916
90,21,crest,0.004,-1.932
90,22,lane,0.005,-1.964
90,23,golf,0.013,-1.976
90,24,haven,0.005,-2
90,25,cherry,0.003,-2.014
90,26,willow,0.003,-2.016
90,27,cedar,0.004,-2.032
90,28,ranch,0.008,-2.042
90,29,brae,0.002,-2.089
90,30,alpacas,0.003,-2.1
91,1,to,0.187,0.748
91,2,how,0.052,0.354
91,3,go,0.078,0.114
91,4,learn,0.026,-0.322
91,5,2,0.05,-0.553
91,6,lets,0.012,-0.624
91,7,know,0.011,-0.816
91,8,days,0.012,-0.859
91,9,draw,0.008,-0.862
91,10,win,0.016,-0.927
91,11,welcome,0.006,-1.007
91,12,boats,0.011,-1.074
91,13,addicted,0.003,-1.326
91,14,remember,0.004,-1.373
91,15,born,0.005,-1.469
91,16,succeed,0.002,-1.489
91,17,live,0.009,-1.56
